site,stars,lat,long,zip,ratings
Pizza Shack,3.5,40.7143,-73.98172,10002,114
Mario's Pizzeria,3,40.6893845,-73.9704971,11205,115
Bagels and,3.5,40.76921,-73.95162,10021,116
Little Caesars Pizza,3,40.7485799,-74.04717,7307,116
Amalfi Pizzeria,2,40.7443314,-74.0442657,7307,117
Lisbon Pizza,4,40.7166,-74.03899,7302,117
Pizza Club,4,40.81879906,-73.97690378,7020,117
Baci & Abbracci,4,40.7139,-73.96045,11211,118
Brickhouse Pizzeria,3.5,40.71157405,-73.96300607,11211,118
Birreria Roma,5,40.7313644,-74.0028304,10014,119
Prince Pizza,2,40.7593231,-73.9704895,10022,119
Eleven B,3.5,40.7274,-73.97966,10009,120
Singas Famous Pizza,2.5,40.7236199,-73.97893,10009,120
Pizza Express,4,40.6899414,-73.9233093,11221,121
Pizza Gallery,2,40.80984,-73.99035,7020,121
Pizza & Bagel on 3rd,3.5,40.66439,-73.99674,11232,122
Pizza & Pasta,2,40.8435783,-73.9124069,10452,122
Villa Mia Pizza,3.5,40.6694983,-73.992818,11215,122
Bread And Salt Bakery,4,40.6774542,-73.9571563,11238,123
Little Caesars,4,40.6496315,-74.0059662,11232,123
Pranzo,4,40.703269,-74.01080278,10004,124
Cacio E Vino,3.5,40.726384,-73.988873,10003,125
Empire Pizza,3,40.7470799,-73.98579,10001,125
La Belleza Pizza,3,40.71557533,-74.00527653,10007,125
Lean Crust,4,40.6867,-73.97504,11217,125
Salt & Pepper,3,40.7498789,-73.9900547,10001,125
Via Vai,4.5,40.7741411,-73.91247885,11105,125
Chubby Burgers Chicken and Pizza,2.5,40.7719231,-73.9257431,11102,126
Liberty Pizzeria,3.5,40.69334,-73.96604,11205,126
Prince of Pizza,3,40.72559022,-74.06807034,7306,126
Gaudio's Pizzeria & Restaurant,3,40.7637919,-73.9143362,11103,127
Basile Pizza,4,40.78016265,-73.94973736,10128,128
Bella Napoli,3.5,40.7451099,-73.99471,10001,128
Gotham Pizza,3.5,40.7775688,-73.9492188,10028,128
Grand Pizza,3,40.71177,-73.94134,11211,128
Lunetta Pizza,3.5,40.76245,-73.95969,10065,128
Rio Market,4,40.75609,-73.92828,11106,128
Uno Pizzeria & Grill,3,40.7558999,-73.92309,11101,128
Cafe Cosina,5,40.83898859,-73.91838335,10452,129
Frank's Trattoria,3.5,40.73612,-73.979473,10010,129
Grandma's Pizza,2.5,40.8515167,-73.9281998,10033,129
Henry's Pizza,3,40.6991692,-73.9130478,11237,129
Previti Pizza,4,40.75093803,-73.97678798,10168,129
Fluffy's Cafe & Pizzeria,3.5,40.76843633,-73.98513773,10019,130
Friends Pizza Cafe,2.5,40.66175,-73.98569,11215,131
Porta,3,40.7200699,-74.0437622,7302,131
Tigre Pizza,3.5,40.8445816,-73.9072342,10457,131
Front Street Pizza,3.5,40.70244,-73.98943,11201,132
Joe's Pizza of the Village,3,40.66763,-73.9873999,11215,132
Johnny's Pizzeria & Ristorante,3,40.8480606,-73.9844666,7650,132
99 Cent Fresh Pizza,3.5,40.74572877,-73.97768621,10016,133
Rocco Pizza,3,40.68273,-73.94065,11216,133
Singas Famous Pizza,4,40.7531754,-73.9205345,11101,133
Skillman's Famous Pizza and Coffee Shop,3.5,40.7462692,-73.9177399,11104,133
Little Caesars,2,40.6990013,-73.9108276,11237,135
Gandolfo Pizzeria & Restaurant,4,40.79953,-74.00864,7047,136
Four Brothers Restaurant & Pizzeria,4.5,40.7207489,-74.0817566,7304,137
Arome Deli & Pizzeria,3,40.749,-73.99028,10001,138
Artichoke Basille's Pizza,3.5,40.7751406,-73.9124042,11105,138
Bona Pizza,2,40.73928519,-74.03020198,7030,138
Bona Pizza,4.5,40.8178399,-73.90583,10455,138
Alba's Pizza & Restaurant,4,40.7739334,-73.9075721,11105,139
Jerusalem Cafe,2.5,40.75057,-73.98536,10018,139
Macchina,4,40.80101,-73.9675199,10025,139
Bella Serra Pizza,4,40.70015,-73.90415,11385,140
Bene Restaurant & Pizzeria,3,40.65489,-73.97351,11218,140
Bravo Pizza,3,40.7531769,-73.9805117,10017,140
Margherita's Pizzeria,3.5,40.7453232,-74.0286713,7030,140
Margot's Pizza,5,40.6835518,-73.9664001,11238,140
Mister Gusto,1.5,40.73024,-74.0655699,7306,140
Z Pizza,4,40.732804,-74.003778,11430,140
Grimaldi's,4,40.7415886,-74.0294342,7030,142
John & Tony's Trattoria Caffe,3,40.76043556,-73.96162256,10021,142
John's Of Bleecker Street,4,40.73158,-74.00332,10014,142
Scarr's Pizza,4,40.71534,-73.9914,10002,142
Graziella's,4,40.69046,-73.96963,11205,143
Papa John's Pizza,1.5,40.7804794,-73.9496155,10128,143
Armando's Pizza,3.5,40.6835403,-73.9111862,11207,144
Oxford Cafe,2.5,40.75751179,-73.97131006,10022,144
Two Boots,4,40.6742098,-73.9824143,11215,144
Bella Roma,3.5,40.75820334,-73.962482,10022,145
Zakaria's Pizza & Grill,3,40.7340698,-74.0718613,7306,145
Famous Original Ray's Pizza,2,40.76432,-73.9664899,10021,146
Koronet Pizza,3.5,40.80447,-73.96616,10025,146
Naples Ristorante E Pizzeria,2.5,40.7531245,-73.9778371,10166,148
Papa John's Pizza,2.5,40.82947,-73.98639,7010,148
Pizza Superstar,4,40.68192,-73.97633,11217,148
Rizzo's Fine Pizza,4,40.76335,-73.91516,11103,148
San Matteo Pizzeria e Cucina,4,40.7746799,-73.95443,10028,148
Luna's Pizzeria & Restaurant,5,40.76036352,-74.03716715,7087,149
Papa John's Pizza,2,40.75706,-73.92975,11106,149
Domino's Pizza,1.5,40.71969,-74.07908,7304,151
New York Sal's Pizza,3,40.76372528,-73.99211121,10019,151
Carmine's Pizzeria,4,40.71499,-73.94414,11211,152
Domino's Pizza,2.5,40.721837,-74.04719,7302,153
Domino's Pizza,1.5,40.8278351,-74.1011658,7070,153
Sbarro,2.5,40.733113,-73.997687,10001,153
Williamsburg Pizza,4,40.718221,-73.99123,10002,154
NY Fresh Pizza,3.5,40.7651482,-73.9881363,10019,155
Pronto Pizza 28 Street,3,40.7353,-73.99233,10003,155
Williamsburg Pizza - Brooklyn,3,40.70814416,-73.95081079,11211,155
Pizza Paradise,3.5,40.73891,-73.99298,10011,156
Solo Pizza,4,40.72241,-73.98302,10009,156
Big Daddy's Pizza,5,40.6742554,-74.007019,11231,157
Papa John's Pizza,2.5,40.7303314,-73.9829636,10009,157
Pizza Hut,2.5,40.7202588,-74.0938843,7302,157
Z Deli Pizzeria,3.5,40.7614782,-73.9868341,10019,157
99 Cent Fresh Pizza,3.5,40.753746,-73.9741516,10017,159
Mondo Piatta,3,40.73471,-73.98582,10003,159
Pizza Plus,4,40.6659099,-73.98222,11215,159
Buchetta Brick Oven Pizza,4,40.7987564,-73.9673846,10025,161
Pizza Meter,4,40.754396,-74.0483,7087,162
Tappo Thin Crust Pizza,4,40.74337,-73.99153,10010,162
AOA Bar & Grill,3,40.72068785,-74.00544055,10013,163
Champion Pizza,4,40.719742,-73.9872791,10002,163
Il Forno,3,40.73596,-73.98254,10003,163
Zeff's Pizzeria,3.5,40.70961,-73.9548499,11211,163
Famous Amadeus Pizza,3,40.74979,-73.99481,10001,165
Tre Giovani,3.5,40.7290382,-73.9983215,10012,165
Basile's Pizza & Catering,3.5,40.85123,-74.08519,7075,166
Cafe 37,3.5,40.75141,-73.9854299,10018,166
Slice Of NY Pizza,1,40.75867844,-73.98628998,10036,166
Pizza Italia,4,40.74198898,-74.00194583,10011,167
Slice Pizza Of Amsterdam,4,40.841475,-73.936144,10032,167
Little Caesars,3,40.8464088,-73.935463,10033,168
New York Fried Chicken,5,40.68310428,-73.91735304,11233,169
Eden,3,40.7175156,-73.9575011,11211,170
Lemast Deli & Pizza,2,40.72086,-73.99741,10013,171
Pizza Hut,1.5,40.7742081,-74.034547,7047,171
Sbarro,2.5,40.76061722,-73.98440926,10019,171
Broadway Pizza & Fried Chicken,5,40.68725,-73.91861,11221,172
Cafe 31 Sports Bar & Grill,3.5,40.7493139,-73.9929231,10001,172
The Catalina,4.5,40.7613615,-73.990708,10036,172
Famous Famiglia,3,40.8416979,-73.93907073,10032,173
Flaming Pizza,2,40.7752953,-74.0198669,7086,173
Gelso & Grand,4,40.71940895,-73.99737779,10013,175
Mezzogiorno,4,40.80285,-73.96798,10025,175
Beach Cafe,3,40.7672686,-73.9592185,10021,176
American Beauty,4.5,40.74938,-73.9943399,10001,177
Singas Famous Pizza,3.5,40.73605,-74.06678,7306,177
Sloppy Joe's Pizza,3,40.7149506,-74.0753937,7304,177
Papa John's Pizza,1,40.7747078,-74.031189,7087,178
Tony's Pizza On Nostrand,3.5,40.6688211,-73.95079529,11225,178
Daniello's Pizzeria,3,40.79187861,-73.96797832,10025,179
Danny's Pizza & Deli,1.5,40.83574,-74.08832,7072,179
Domino's Pizza,2,40.6840286,-74.1017227,7002,179
Abitino's Pizzeria,3,40.7547,-73.98696,10018,180
Gruppo,4.5,40.7246919,-73.9815485,10009,180
The Sicilian,3,40.6598479,-73.980485,11215,180
Pronto Pizza,4,40.6893883,-73.9923401,11201,181
2 Bros Pizza,3.5,40.75695,-73.9935,10018,183
Razza Pizza Artigianale,4,40.71774905,-74.04419244,7302,183
Roberta's,4,40.70504353,-73.93357123,11206,183
2 Bros Pizza,3.5,40.73102256,-74.00171566,10014,185
Angeloni's Restaurant & Pizzeria,3.5,40.8490899,-74.0866999,7075,185
Crown Fried Chicken & Pizza,1,40.6710281,-73.9312134,11213,185
Famous Original Ray's Pizza,3,40.74597,-74.0013,10011,186
Sutton Pizzeria,4,40.76173071,-73.96029755,10065,187
Two Boots,3.5,40.72307,-73.98415,10009,187
Hugo & Sons,3.5,40.66573,-73.98238,11215,188
Liberatos Pizza,3.5,40.70696,-74.00794,10038,188
Pizza Corner Restaurant,4.5,40.8243,-73.98896,7010,188
Underground Pizza,4,40.70499,-74.00961,10004,189
Wined Up Bar & Grill,4,40.7396698,-73.9899368,10010,190
Leo & Son Pizzeria,1,40.70843,-73.9583,11211,191
Sam's,3.5,40.68588,-73.99437,11201,191
Yankee Pizza,3.5,40.82711,-73.92451,10451,194
Fontanini's Pizzeria and Turkish Grill,2,40.7519417,-74.0535507,7307,195
Subway,3,40.72605,-74.0379899,7310,196
Vincent's Pizza,2.5,40.69919,-74.09508,7305,196
Xpress Deli Pizza & Convenience Store,3,40.72305,-73.98965,10002,196
2 Bros Pizza Plus,3.5,40.73960116,-73.99521668,10010,197
Angelica Pizzeria & Restaurant,2.5,40.68784,-73.9816,11217,197
Frank's Pizza,3.5,40.73979,-73.98499,10010,197
Sbarro,3,40.7488518,-73.9864426,10001,197
Domino's Pizza,1.5,40.75611838,-74.04642712,7307,199
Margherita NYC,4.5,40.7189713,-73.996933,10013,199
Lebeleca Pizza,3.5,40.7546806,-73.9880829,10018,201
Nonna Lena's Trattoria,5,40.7684261,-73.9091913,11105,202
Delfino's Pizzeria,3.5,40.74364,-74.03704,7030,203
Evil Olive Pizza Bar,4,40.706295,-73.9501648,11211,203
Famous Famiglia Pizzeria,3.5,40.713615,-74.00877,10007,203
Gina's Pizzeria,3,40.6510315,-74.0039597,11232,203
Emporio,4,40.7226371,-73.9951331,10012,204
Astoria Craft,4.5,40.77332,-73.92715,11102,205
Pizza By Certé,4,40.76037261,-73.97011854,10022,205
Benny Tudino's Pizzeria,3.5,40.74422,-74.02915,7030,206
Oui Oui Crepes and Pizza,3.5,40.81024707,-73.9491326,10027,208
Rossopomodoro,3.5,40.73847636,-74.0020936,10011,208
S & S Calabro Pizzeria,4,40.7692719,-73.9309845,11102,208
Wild,3,40.73474,-74.00632,10014,208
Harry's Italian Pizza Bar,3.5,40.75909701,-73.97899162,10112,209
Al Forno Pizzeria,3.5,40.772102,-73.955597,10075,210
Antonetti's Pizza,3,40.699194,-73.9130376,11237,211
Holy Moly,3.5,40.67372,-73.96065,11238,211
Joe's Pizzeria,2.5,40.7565384,-73.9293365,11106,211
Nova Pizza & Pasta,4,40.8491516,-73.9708862,7024,212
Prince Pizza,3.5,40.7237277,-73.9504086,11222,212
Highline Pizza,4,40.751049,-74.0020523,10001,213
Tiny's Pizza-N-Pasta,3,40.83104,-73.91661,10456,215
Summit Pizza,3,40.7603607,-74.0427475,7087,217
Mister Pizza Lizette Dollar Pizza,1,40.81888894,-73.92777979,10451,218
American Cheez,4.5,40.6631983,-73.9846852,11215,219
Bertucci's,3,40.72845742,-74.0340737,7310,221
Sacco Pizza,4,40.76623,-73.98717,10019,221
Little Caesars Pizza,3.5,40.792018,-73.94424054,10029,224
P&M Classic Pizza & Restaurant,3.5,40.8262239,-73.9466905,10031,225
Papa John's Pizza,1,40.6652,-73.92262,11212,226
Sbarro,2,40.76061722,-73.98440926,10036,226
Giuseppe's Pizza,3.5,40.74974,-73.97712,10016,227
Joe's Pizza,4,40.7305599,-74.0021299,10014,227
Little Italy Pizza,3,40.70810418,-74.0046898,10038,227
Baker's Pizza,4.5,40.7294399,-73.98125,10009,228
Vite Vinosteria,4,40.7608604,-73.9227753,11106,229
99 Cent Fresh Pizza,2.5,40.7194061,-73.9897385,10002,230
Bklyn Pizza,3.5,40.68903,-73.92408,11221,232
Chicken Bar & Pizza,3.5,40.7329999,-73.99836,10011,232
Wild Brooklyn,3,40.7128384,-73.9626364,11249,238
Krazy Chicken and Pizza,2.5,40.6818199,-73.9287033,11233,239
Marco Polo Pizza Cafe,3,40.78437487,-73.9559989,10128,240
Santa Maria Restaurant and Brick Oven Pizzeria,3.5,40.728824,-74.062179,7306,241
Cavallo's Pizzeria,2.5,40.7473967,-73.993243,10001,242
Archie's Bar & Pizza,4.5,40.69981,-73.92842,11221,243
Vinnie's Pizzeria,4,40.72609,-73.94188,11222,243
Fulton Fried Chicken Inc,2.5,40.6897888,-73.9826965,11201,244
Vidali's Pizza,3,40.7671265,-73.9300363,11106,245
Caruso Pizzeria &  Restaurant,3,40.68661,-73.99069,11201,246
Cafe Bonjour Deli & Pizza,3.5,40.751181,-73.983842,10018,247
Broadway Pizzeria & Coffee Shop,5,40.8517342,-73.9347534,10033,252
Pizza Cucina of Ridgewood,4,40.70833717,-73.91957167,11385,254
Famous Original Ray's Pizza,2,40.7221718,-73.9853516,10002,255
Antonio's Pizzeria,3.5,40.69296574,-73.99104621,11201,257
Belmora Pizza & Restaurant,2.5,40.7609901,-73.9688568,10022,257
Ignazio's Pizza,3,40.70294,-73.99418,11201,257
Jiannetto's Pizza Truck,4,40.75527,-73.9752199,10017,261
Gaslight Pizzeria,2.5,40.7407626,-74.0057365,10014,262
Pizza Di Napoli,3.5,40.70104,-73.94107,11206,265
Wholesome Garden Pizza,2.5,40.82605422,-73.95085749,10031,267
El Guapo Pizzeria Incorporated,2,40.8097992,-73.9238129,10454,268
Pizza Chef,3,40.67978,-73.94041,11216,268
Tulema Pizzeria & Restaurant,5,40.78051706,-74.01893903,7087,269
Blinks Deli & Pizzeria,2,40.7459569,-73.9291617,11101,271
Antika Restaurant & Pizzeria,3.5,40.838606,-73.941041,10032,273
Delizia 92 Restaurant & Pizza,3.5,40.7815299,-73.94886,10128,273
Pizza King,3,40.7463188,-73.9803238,10016,273
Majestic Pizza,3.5,40.7100235,-74.0101362,10007,275
De Palma Pizzeria & Ristorante,3.5,40.76353,-74.03315,7087,278
Luv-N-Oven Pizza,3,40.68969,-73.97758,11217,278
Norbert's Express,3.5,40.69658,-73.935051,11221,279
Via Caramico,5,40.75174176,-73.93077371,11101,280
Sido Gourmet,3,40.75217,-73.97073,10017,281
Silvana's Restaurant & Catering,3,40.84636443,-74.03912876,7643,283
Rivoli Pizza II,3,40.7333039,-74.006004,10014,285
Gee's Pizzeria and Breakfast,4.5,40.6903992,-73.9308472,11221,286
Nick's Pizza,4,40.78279,-73.94794,10128,290
Sergio's Pizza,1.5,40.7388514,-73.9996932,10011,290
Angelos's Pizzeria & Restaurant,4.5,40.81056,-74.00079,7022,292
Sabrina's Pizzeria & Restaurant,4,40.70837,-73.95833,11211,292
Bosco's Pizza,4,40.6927523,-73.9403617,11221,293
Famous Famiglia,3,40.76569739,-73.9573263,10021,293
FDR 99 Cents Slice Pizza,3,40.7229919,-73.9854279,10009,293
2 Bros Pizza,4,40.72878,-73.98841,10003,296
Rocco's Pizza and Pasta,3.5,40.6881599,-73.9444733,11216,298
Xochil Pizzeria,4,40.6469002,-74.0080414,11220,300
Pizza Hut,2.5,40.7215576,-74.0925827,7304,308
Giovanni's Pizza,3,40.8012591,-73.9612141,10025,313
House of Pizza & Calzones,4,40.68403,-74.00222,11231,315
Vinnie's Pizzeria & Restaurant,3,40.7490331,-74.0557161,7307,315
Pizza Plus A Whole Lot More!,2.5,40.8019829,-73.9368648,10035,317
Numero 28 Pizzeria,4,40.67296427,-73.97647634,11215,318
Numero 28 Pizzeria & Cucina,4,40.68683493,-73.99077465,11201,318
Casabianca Pizzeria,3,40.76944,-73.9889,10019,323
Muzzarella Pizza,3.5,40.73021,-73.98069,10009,326
Nonna's LES Pizzeria,4,40.71823,-73.98582,10002,333
Two Boots Hell's Kitchen,3.5,40.75998,-73.9918299,10036,335
Friendly Deli and Pizza,3,40.7003119,-73.9470676,11206,338
Fresh Pizza,3,40.75843,-73.99265,10036,339
Healthy Choice Gourmet Deli Pizza,3,40.74789,-73.99267,10001,342
Ben's Pizzeria,3.5,40.7303,-74.00036,10012,345
Sotto 13,4,40.737285,-73.9991333,10011,345
Sottocasa Pizzeria - Harlem,4.5,40.8055499,-73.94746,10027,345
Vinnie's Pizzeria,4,40.71888,-73.95678,11211,346
BBQ Chicken,3,40.8519273,-73.9940823,7650,347
Papa John's Pizza,2,40.7497406,-73.9823608,10016,352
Sid Gold's Request Room,4.5,40.74586,-73.99366,10001,353
Big Nick's Burger & Pizza Joint Too,3,40.77653636,-73.97911172,10023,358
Tony's Pizza,1,40.74771,-73.98897,10001,360
Sunnyside Pizza,4,40.74383805,-73.92412663,11104,363
Pizza Cotta Bene,4,40.676826,-73.986221,11215,368
Pizza Boy II,3.5,40.7456249,-73.905564,11377,378
Neapolitan Express,3.5,40.79412404,-73.94114297,10029,379
Little Caesars,2,40.65109956,-73.94939532,11226,381
Kesté,4,40.73154,-74.00293,10014,390
David's Pizzeria Restaurant,2.5,40.6976204,-73.9354324,11206,394
Papa Johns-Subway,2,40.7896,-73.97385,10024,397
Ovest Pizzoteca,4,40.7507499,-74.00303,10001,403
Tommy's Pizza,4,40.8477204,-73.9381616,10033,411
Sal's Pizzeria,3,40.68361,-73.99514,11231,414
Papa John's Pizza,2.5,40.7167206,-73.9898376,10002,419
Famous Calabria,4,40.708914,-74.003815,10038,424
Veloce Pizza,3,40.76908,-73.92546,11102,426
Imposto's Pizza,2,40.73766,-74.03107,7030,432
My Pizza,3,40.849785,-73.9168998,10453,435
Tom's Delicious Pizza,3.5,40.8149832,-73.9591477,10027,435
Tony's Pizzeria & Restaurant,4.5,40.699286,-73.918724,11237,436
Russ Pizza,4,40.7264595,-73.9524384,11222,450
Sal's Pizzeria,3.5,40.71322,-73.94911,11211,451
2 Baci Pizzeria,3,40.68648288,-73.95066922,11216,457
Slice & Co,3.5,40.7295189,-74.0011292,10012,471
Mr Bruno's Pizza & Beyond,3.5,40.83143193,-74.09209491,7073,473
Sanza Pizza,4,40.71147,-73.95777,11211,475
Best Pizza On 1st Avenue,3.5,40.7579966,-73.9629148,10022,477
Pizza Hut,1,40.66876,-73.91789,11212,478
Rizzo's Fine Pizza,4.5,40.720852,-73.984456,10002,500
Angelo's Pizzeria,3.5,40.7230828,-73.9125217,11378,507
Roberta's Pizza At Broadway Bites,3.5,40.7501106,-73.9899979,10001,508
Friendly Gourmet Pizza,4,40.7092934,-74.0088501,10038,509
Bagels & Co,3.5,40.78288,-73.97829,10024,510
Two Boots Upper East Side,3,40.7764882,-73.9529314,10028,520
Astoria Pizza,3.5,40.7662199,-73.92055,11102,524
Crown Fried Chicken & Pizza,2.5,40.7028313,-73.9074478,11385,530
Capizzi,4,40.7574196,-73.9935608,10018,532
Pizza Diego,5,40.777401,-73.9644012,10075,538
Lake Como Pizza,2.5,40.85137,-73.92828,10033,545
2 Bros Pizza,3,40.68933868,-73.980896,11201,546
Famous Famiglia Pizzeria,3,40.73087,-73.9923699,10010,553
Papi's Pizzeria,3.5,40.8493347,-73.9335098,10033,563
Carval Pizzeria,3.5,40.7927399,-73.9504395,10029,569
Arturo's,4,40.72735633,-74.00049448,10012,589
Pizza Da Solo,3.5,40.761239,-73.97312,10022,591
Toby's Public House,4,40.66019,-73.9912499,11215,595
Spunto,4,40.7297584,-74.0046303,10014,627
Il Corallo Trattoria,4,40.7262073,-74.0018919,10012,645
Ray Bari Pizza of E 76 Street,2.5,40.7725099,-73.95882,10021,645
Bartolino's Fine Italian Pizza,4.5,40.76073861,-73.9223789,11106,647
Jimmys Pizza Shop,3,40.69139956,-73.90907169,11207,669
Pala,4,40.7224345,-73.9885001,10002,691
Little Tonino's Pizzeria Cafe,3,40.65072,-73.97706,11218,725
Champion Pizza,4.5,40.72158,-73.99724,10012,750
Roll & Go $1 Pizza,4,40.6802652,-73.9497275,11216,838
East Village Pizza & Kebabs,3.5,40.72823,-73.9852499,10003,852
Mamani Pizza,3,40.72762,-73.98258,10009,885
Pizza Gaga,3.5,40.7438393,-73.9946747,10011,909
Nic and Dora's Sandwich Shop,4,40.7421142,-73.98360293,10016,919
Mark's Pizza,4,40.6788288,-74.0113214,11231,946
Astoria Park Pizzeria,4,40.7808503,-73.9169041,11105,1048
Pizza Express,3.5,40.7417885,-74.0601592,7306,1058
Serafina Broadway,3.5,40.7645,-73.9819,10019,1065
Alex's Italian Restaurant & Brick Oven Pizza,4,40.72046659,-74.04283325,7302,1096
La Margarita Pizza,4.5,40.72088,-73.98821,10002,1121
Papa John's Pizza,3,40.79361,-74.01239,7093,1123
L'inizio Pizza Bar,3.5,40.74491426,-73.95327649,11101,1151
Kiss My Slice,4,40.7545319,-73.9925232,10018,1360
kono pizza,4,40.72605,-74.0379899,7310,1403
Bombay Fast Food,3,40.7522,-73.98635,10018,1447
K Pizza,3.5,40.842018,-74.000809,7650,1470
Keni's Chicken and Pizza,2.5,40.76359,-73.98866,10019,1471
Papa John's Pizza,3.5,40.82484109,-73.94762613,10031,1858
Sal's Pizzeria,3.5,40.70447,-73.91925,11237,1930
Artichoke Basille's Pizza & Bar,3.5,40.74403,-74.0064087,10011,3272
III L's Pizzeria,2,40.7157402,-74.0053787,10007,3978
Mama Sbarro's,3,40.7619705,-73.984993,10019,4952